,BlockAddress,City,Complaint_ID,CrimeDescription,CrimeStatus,Crime_ID,District,Latitude,LevelofOffense,Longitude,NumOfActors,NumOfVictims,Premises,ReportDate,State,Timestamp
7936," Circular Road, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,287.0,District Gujranwala,32.150013,FELONY,74.180013,8,3,ATM,7/7/2014,PUNJAB,7/7/2014 22:32:01
7937," Adam Jee Road, Rawalpindi",Islamabad,,Narcotics,COMPLETED,289.0,District Islamabad,33.511,FELONY,72.041,2,4,FACTORY/WAREHOUSE,4/7/2015,PUNJAB,4/7/2015 6:22:32
7938," Sher-e-Bangal Labour Colony, Ferozewala",Gujranwala,,Robbery,ATTEMPTED,290.0,District Gujranwala,32.1583785,FELONY,74.1883785,8,12,PETROL PUMP,8/4/2014,PUNJAB,8/4/2014 11:47:44
7939," Riasat Ali Road, Lahore",Lahore ,,Theft,ATTEMPTED,291.0,District Lahore,31.55334,FELONY,74.35334,7,2,AIRPORT,7/8/2011,PUNJAB,7/8/2011 3:00:36
7940," Dhoke Chaudrian, Rawalpindi",Islamabad,,Narcotics,COMPLETED,292.0,District Islamabad,33.5558,VIOLATION,72.0858,2,5,AIRPORT,7/18/2012,PUNJAB,7/18/2012 15:26:20
7941," Flat Stop, Maulana Sarfraz Naeemi Road, Lahore",Lahore ,,Car stolen,ATTEMPTED,298.0,District Lahore,31.53804,FELONY,74.33804,2,12,CONSTRUCTION SITE,5/30/2011,PUNJAB,5/30/2011 12:38:40
7942," Peoples Colony, Gujranwala",Gujranwala,,Vandalism,COMPLETED,300.0,District Gujranwala,32.1563115,MISDEMEANOR,74.1863115,10,7,STREET,11/12/2012,PUNJAB,11/12/2012 14:15:57
7943," Street 133, Islamabad",Islamabad,,Kidnapping,COMPLETED,301.0,District Islamabad,33.647,MISDEMEANOR,72.177,4,12,RELIGIOUS PLACE,7/16/2015,PUNJAB,7/16/2015 0:18:06
7944," Khiyali Bus Stop, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,302.0,District Gujranwala,32.151612,FELONY,74.181612,1,1,AIRPORT,5/15/2013,PUNJAB,5/15/2013 16:23:53
7945," Hardosohal Muslim Road, Ferozewala",Gujranwala,,Mugging,ATTEMPTED,305.0,District Gujranwala,32.155629,MISDEMEANOR,74.185629,4,10,GYM/FITNESS FACILITY,12/9/2014,PUNJAB,12/9/2014 22:33:14
7946," New Food Street, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,308.0,District Gujranwala,32.1540625,MISDEMEANOR,74.1840625,6,1,BUS STOP,8/1/2013,PUNJAB,8/1/2013 7:42:50
7947," Highway Staff Colony, Gujranwala",Gujranwala,,Homicide,ATTEMPTED,310.0,District Gujranwala,32.153965,MISDEMEANOR,74.183965,7,1,CONSTRUCTION SITE,7/9/2012,PUNJAB,7/9/2012 9:17:33
7948," Ilyas Colony, Lahore",Lahore ,,Mugging,ATTEMPTED,313.0,District Lahore,31.54158,VIOLATION,74.34158,1,6,HOTEL/MOTEL,1/18/2011,PUNJAB,1/18/2011 17:57:01
7949," Atta Muhammad Road, Gujranwala",Gujranwala,,Rape,COMPLETED,314.0,District Gujranwala,32.1582485,VIOLATION,74.1882485,9,12,SUPERMARKET/STORE,7/6/2014,PUNJAB,7/6/2014 0:12:48
7950," Afzal Town, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,316.0,District Islamabad,33.5864,VIOLATION,72.1164,5,3,STREET,2/20/2014,PUNJAB,2/20/2014 17:10:52
7951," Lakshmi Chowk, Lahore",Lahore ,,Narcotics,COMPLETED,317.0,District Lahore,31.50768,MISDMEANOR,74.30768,8,11,HOTEL/MOTEL,7/20/2011,PUNJAB,7/20/2011 7:30:21
7952," Masjid Sahab-e-kram Street, Rawalpindi",Islamabad,,Theft,COMPLETED,318.0,District Islamabad,33.5868,MISDEMEANOR,72.1168,10,12,CONSTRUCTION SITE,3/15/2014,PUNJAB,3/15/2014 1:01:10
7953," Mehr Wazir, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,326.0,District Gujranwala,32.156435,VIOLATION,74.186435,1,1,MALL,8/15/2013,PUNJAB,8/15/2013 1:00:30
7954," Unnamed Road, Ferozewala",Gujranwala,,Corruption and Bribery,COMPLETED,327.0,District Gujranwala,32.1515275,MISDMEANOR,74.1815275,1,9,RESIDENCE,2/7/2011,PUNJAB,2/7/2011 15:46:21
7955," Jahanzeb Block, Lahore",Lahore ,,Mugging,COMPLETED,328.0,District Lahore,31.55292,MISDMEANOR,74.35292,3,3,HIGHWAY,4/7/2013,PUNJAB,4/7/2013 1:46:40
7956," Sir Syed Ali Road, Main Market Satellite Town, Gujranwala",Gujranwala,,Robbery,COMPLETED,333.0,District Gujranwala,32.154589,VIOLATION,74.184589,3,2,PETROL PUMP,11/24/2014,PUNJAB,11/24/2014 5:24:36
7957," Islam Colony, Gujranwala",Gujranwala,,Assault,ATTEMPTED,334.0,District Gujranwala,32.1541665,Invalid character class first,74.1841665,6,11,BANK,7/10/2013,PUNJAB,7/10/2013 16:49:45
7958," N-5, Gujranwala",Gujranwala,,Robbery,COMPLETED,336.0,District Gujranwala,32.154602,MISDEMEANOR,74.184602,5,8,SUPERMARKET/STORE,3/3/2012,PUNJAB,3/3/2012 3:26:31
7959," Al-Faisal Town, Lahore",Lahore ,,Burglury,COMPLETED,340.0,District Lahore,31.57764,MISDMEANOR,74.37764,10,11,PUBLIC TRANSPORT,12/10/2011,PUNJAB,12/10/2011 17:20:33
7960," Gulrez, Rawalpindi",Islamabad,,Rape,ATTEMPTED,343.0,District Islamabad,33.5084,VIOLATION,72.0384,1,12,PUBLIC BUILDING,12/30/2013,PUNJAB,12/30/2013 7:09:04
7961," G.T. Road, Gujranwala",Gujranwala,,Vandalism,COMPLETED,344.0,District Gujranwala,32.1546735,MISDEMEANOR,74.1846735,6,8,PARKING LOT/GARAGE,1/28/2014,PUNJAB,1/28/2014 15:14:40
7962," Aziz Pulli Bus Stop, Aziz Pull, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,349.0,District Lahore,31.50408,VIOLATION,74.30408,8,12,RESTAURANT/DINER,11/10/2012,PUNJAB,11/10/2012 3:03:06
7963," Fahd Bin Zafar Road, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,354.0,District Islamabad,33.6514,MISDEMEANOR,72.1814,2,11,RAILWAY STATION,2/20/2011,PUNJAB,2/20/2011 6:31:33
7964," Fatomand, Gujranwala",Gujranwala,,Car stolen,ATTEMPTED,356.0,District Gujranwala,32.1543615,VIOLATION,74.1843615,5,2,RESIDENCE,5/20/2013,PUNJAB,5/20/2013 10:08:21
7965," Azizabad, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,362.0,District Islamabad,33.6166,FELONY,72.1466,7,8,HOTEL/MOTEL,4/16/2015,PUNJAB,4/16/2015 14:31:47
7966," Industrial Estate, Gujranwala",Gujranwala,,Assault,COMPLETED,367.0,District Gujranwala,32.1545435,Invalid character class first,74.1845435,2,3,PUBLIC BUILDING,2/21/2014,PUNJAB,2/21/2014 6:41:16
7967," Street No 1, Gujranwala",Gujranwala,,Kidnapping,ATTEMPTED,368.0,District Gujranwala,32.153068,FELONY,74.183068,8,6,GYM/FITNESS FACILITY,8/14/2013,PUNJAB,8/14/2013 19:14:53
7968," 58/3 Lawrence Road, Lahore",Lahore ,,Assault,COMPLETED,370.0,District Lahore,31.56618,MISDMEANOR,74.36618,7,3,PUBLIC TRANSPORT,6/5/2014,PUNJAB,6/5/2014 3:03:49
7969," Muree Road, Islamabad",Islamabad,,Child Abuse,ATTEMPTED,374.0,District Islamabad,33.5602,VIOLATION,72.0902,7,8,RESIDENCE,2/9/2015,PUNJAB,2/9/2015 12:18:56
7970," Chaudhry Rehmat Ali Underpass, Lahore",Lahore ,,Kidnapping,ATTEMPTED,378.0,District Lahore,31.58376,FELONY,74.38376,6,8,RESTAURANT/DINER,9/29/2011,PUNJAB,9/29/2011 17:47:30
7971," Sector BB, Lahore",Lahore ,,Vandalism,ATTEMPTED,381.0,District Lahore,31.54494,VIOLATION,74.34494,10,6,HOSPITAL/CLINIC,4/2/2013,PUNJAB,4/2/2013 18:06:52
7972," XXI-11BS-21 Hafizabad Road, Gujranwala",Gujranwala,,Corruption and Bribery,ATTEMPTED,383.0,District Gujranwala,32.156955,MISDMEANOR,74.186955,1,6,RESTAURANT/DINER,2/18/2013,PUNJAB,2/18/2013 10:03:36
7973," Gulshan Colony, Lahore",Lahore ,,Mugging,ATTEMPTED,384.0,District Lahore,31.50432,VIOLATION,74.30432,10,2,HOTEL/MOTEL,2/26/2014,PUNJAB,2/26/2014 20:47:45
7974," Kohati Bazar, Rawalpindi",Islamabad,,Robbery,ATTEMPTED,386.0,District Islamabad,33.6668,VIOLATION,72.1968,6,12,SUPERMARKET/STORE,7/30/2014,PUNJAB,7/30/2014 13:03:45
7975," Khayaban-e-Iqbal, Islamabad",Islamabad,,Child Abuse,COMPLETED,387.0,District Islamabad,33.6492,MISDEMEANOR,72.1792,9,6,PUBLIC BUILDING,1/15/2015,PUNJAB,1/15/2015 17:37:10
7976," E-8, Islamabad",Islamabad,,Burglary,ATTEMPTED,390.0,District Islamabad,33.518,VIOLATION,72.048,6,12,RELIGIOUS PLACE,2/6/2014,PUNJAB,2/6/2014 18:44:50
7977," Muslim Colony, Lahore",Lahore ,,Robbery,ATTEMPTED,395.0,District Lahore,31.53792,MISDMEANOR,74.33792,4,10,PUBLIC BUILDING,10/12/2015,PUNJAB,10/12/2015 19:42:49
7978," Abbaseen Avenue, Lahore",Lahore ,,Burglury,ATTEMPTED,396.0,District Lahore,31.5057,VIOLATION,74.3057,2,3,SCHOOL,8/27/2014,PUNJAB,8/27/2014 20:31:08
7979," 398 Street 12, Islamabad",Islamabad,,Vandalism,COMPLETED,398.0,District Islamabad,33.6076,VIOLATION,72.1376,10,6,BUS STOP,5/24/2012,PUNJAB,5/24/2012 17:30:45
7980," Khalid Colony, Gujranwala",Gujranwala,,Narcotics,ATTEMPTED,399.0,District Gujranwala,32.158944,VIOLATION,74.188944,8,1,PARKING LOT/GARAGE,8/8/2015,PUNJAB,8/8/2015 4:18:55
7981," H-11/1, Islamabad",Islamabad,,Car stolen,ATTEMPTED,400.0,District Islamabad,33.6968,MISDEMEANOR,72.2268,10,5,PUBLIC TRANSPORT,7/17/2015,PUNJAB,7/17/2015 23:28:10
7982," Band Road, Lahore",Lahore ,,Corruption and Bribery,ATTEMPTED,407.0,District Lahore,31.54872,FELONY,74.34872,6,7,PUBLIC TRANSPORT,9/8/2011,PUNJAB,9/8/2011 19:40:33
7983," Tariq Abad, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,408.0,District Gujranwala,32.1589245,VIOLATION,74.1889245,9,5,BUS STOP,5/16/2013,PUNJAB,5/16/2013 22:25:53
7984," Ichra, Service Road, Lahore",Lahore ,,Mugging,COMPLETED,410.0,District Lahore,31.51776,FELONY,74.31776,8,2,HIGHWAY,12/28/2014,PUNJAB,12/28/2014 18:26:20
7985," Lalkurti Road, Rawalpindi",Islamabad,,Terrorism,ATTEMPTED,411.0,District Islamabad,33.5962,MISDEMEANOR,72.1262,4,11,PUBLIC BUILDING,7/10/2011,PUNJAB,7/10/2011 10:48:51
7986," Lane 5, Lahore",Lahore ,,Narcotics,COMPLETED,415.0,District Lahore,31.59156,VIOLATION,74.39156,9,12,HOSPITAL/CLINIC,7/31/2013,PUNJAB,7/31/2013 22:08:45
7987," Ibrahim Nagar, Rawalpindi",Islamabad,,Robbery,ATTEMPTED,418.0,District Islamabad,33.6324,VIOLATION,72.1624,1,6,SCHOOL,2/6/2014,PUNJAB,2/6/2014 16:55:18
7988," 54 Block C, Lahore",Lahore ,,Assault,COMPLETED,419.0,District Lahore,31.54614,VIOLATION,74.34614,3,6,BUS STOP,8/6/2014,PUNJAB,8/6/2014 5:20:50
7989," Askari I, Lahore",Lahore ,,Child Abuse,COMPLETED,425.0,District Lahore,31.54224,FELONY,74.34224,6,2,RESTAURANT/DINER,6/30/2014,PUNJAB,6/30/2014 15:49:13
7990," Rana Town, Ferozewala",Gujranwala,,Car stolen,ATTEMPTED,430.0,District Gujranwala,32.1569225,VIOLATION,74.1869225,4,4,AIRPORT,6/28/2014,PUNJAB,6/28/2014 13:14:45
7991, 12 Lahore,Lahore ,,Assault,ATTEMPTED,439.0,District Lahore,31.5402,MISDMEANOR,74.3402,7,4,BUS STOP,4/11/2015,PUNJAB,4/11/2015 23:11:00
7992," Service Road, Gujranwala",Gujranwala,,Corruption and Bribery,ATTEMPTED,440.0,District Gujranwala,32.1508645,MISDMEANOR,74.1808645,5,3,RESTAURANT/DINER,1/25/2013,PUNJAB,1/25/2013 22:08:29
7993," Rawal Dam Colony Road, Islamabad",Islamabad,,Homicide,COMPLETED,443.0,District Islamabad,33.6682,MISDEMEANOR,72.1982,6,2,PETROL PUMP,11/11/2014,PUNJAB,11/11/2014 6:50:27
7994," Al Hadi School Street, Lahore",Lahore ,,Burglury,COMPLETED,448.0,District Lahore,31.52172,MISDMEANOR,74.32172,3,5,RESIDENCE,12/22/2014,PUNJAB,12/22/2014 6:45:47
7995," Main Boulevard, Gujranwala",Gujranwala,,Corruption and Bribery,ATTEMPTED,453.0,District Gujranwala,32.1537245,FELONY,74.1837245,8,1,HIGHWAY,8/15/2013,PUNJAB,8/15/2013 19:34:03
7996," Model Town Road, Gujranwala",Gujranwala,,Burglury,COMPLETED,454.0,District Gujranwala,32.1534255,VIOLATION,74.1834255,5,6,RESTAURANT/DINER,3/3/2014,PUNJAB,3/3/2014 7:59:39
7997," Model Town Road, Gujranwala",Gujranwala,,Vandalism,COMPLETED,455.0,District Gujranwala,32.1568445,FELONY,74.1868445,7,9,HIGHWAY,6/17/2013,PUNJAB,6/17/2013 12:44:26
7998," New Mazang, Lahore",Lahore ,,Robbery,ATTEMPTED,456.0,District Lahore,31.52394,MISDMEANOR,74.32394,8,12,GYM/FITNESS FACILITY,7/20/2015,PUNJAB,7/20/2015 3:26:26
7999," Elephant stairs, Lahore",Lahore ,,Kidnapping,ATTEMPTED,459.0,District Lahore,31.50444,MISDMEANOR,74.30444,9,10,PUBLIC TRANSPORT,7/9/2015,PUNJAB,7/9/2015 10:49:34
8000," New Food Street, Gujranwala",Gujranwala,,Car stolen,COMPLETED,464.0,District Gujranwala,32.1509815,FELONY,74.1809815,10,6,SCHOOL,9/23/2014,PUNJAB,9/23/2014 3:28:42
8001," Dheri Hassan Abad Road, Rawalpindi",Islamabad,,Narcotics,COMPLETED,468.0,District Islamabad,33.6434,VIOLATION,72.1734,1,11,RAILWAY STATION,10/17/2011,PUNJAB,10/17/2011 19:17:38
8002," Rehman Colony, Gujranwala",Gujranwala,,Theft,COMPLETED,471.0,District Gujranwala,32.1538285,VIOLATION,74.1838285,1,11,BANK,3/5/2015,PUNJAB,3/5/2015 22:31:07
8003," Jinnah Park Masjid St, Lahore 54660",Lahore ,,Mugging,COMPLETED,473.0,District Lahore,31.53696,VIOLATION,74.33696,10,7,RELIGIOUS PLACE,7/22/2014,PUNJAB,7/22/2014 16:25:39
8004," Babu Muhallah (New), Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,476.0,District Islamabad,33.5808,FELONY,72.1108,3,6,SCHOOL,7/18/2015,PUNJAB,7/18/2015 14:20:53
8005," Unnamed Road, National Agricultural Research Centre, Islamabad",Islamabad,,Mugging,COMPLETED,479.0,District Islamabad,33.5894,VIOLATION,72.1194,10,12,SUPERMARKET/STORE,12/11/2011,PUNJAB,12/11/2011 8:00:30
8006," Wapda Town Bus Stop, Gujranwala",Gujranwala,,Narcotics,COMPLETED,480.0,District Gujranwala,32.156032,VIOLATION,74.186032,9,1,PARK/PLAYGROUND,11/9/2014,PUNJAB,11/9/2014 9:05:06
8007," Gharibabad Road, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,481.0,District Islamabad,33.5778,VIOLATION,72.1078,5,6,SCHOOL,10/29/2011,PUNJAB,10/29/2011 7:46:55
8008," Kausar Mosque Road, Lahore 54500",Lahore ,,Narcotics,COMPLETED,482.0,District Lahore,31.53954,FELONY,74.33954,6,2,OTHER,7/25/2012,PUNJAB,7/25/2012 16:09:31
8009," Channadin Road, Lahore",Lahore ,,Kidnapping,ATTEMPTED,488.0,District Lahore,31.50504,FELONY,74.30504,1,2,PUBLIC TRANSPORT,8/20/2012,PUNJAB,8/20/2012 16:23:07
8010," Justice Abdul Rasheed Road, Islamabad 44000",Islamabad,,Child Abuse,ATTEMPTED,489.0,District Islamabad,33.5762,MISDEMEANOR,72.1062,8,8,STREET,3/2/2014,PUNJAB,3/2/2014 21:21:31
8011," Babar Block, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,493.0,District Lahore,31.56834,VIOLATION,74.36834,8,11,HOTEL/MOTEL,4/26/2012,PUNJAB,4/26/2012 12:26:36
8012," 27th Avenue, Gujranwala 52250",Gujranwala,,Homicide,ATTEMPTED,494.0,District Gujranwala,32.1574425,MISDEMEANOR,74.1874425,7,8,PETROL PUMP,11/14/2011,PUNJAB,11/14/2011 15:26:07
8013," F-6/3, Islamabad",Islamabad,,Car stolen,COMPLETED,498.0,District Islamabad,33.5028,MISDEMEANOR,72.0328,2,11,BUS STOP,9/14/2015,PUNJAB,9/14/2015 8:10:58
8014," Block J2, Lahore",Lahore ,,Homicide,ATTEMPTED,501.0,District Lahore,31.57536,MISDMEANOR,74.37536,1,6,HOSPITAL/CLINIC,5/31/2015,PUNJAB,5/31/2015 10:28:04
8015," Akbari Mandi, Lahore",Lahore ,,Burglury,COMPLETED,502.0,District Lahore,31.52892,FELONY,74.32892,8,6,PETROL PUMP,3/7/2015,PUNJAB,3/7/2015 5:32:15
8016," Habibullah Road, Lahore",Lahore ,,Mugging,ATTEMPTED,504.0,District Lahore,31.56486,FELONY,74.36486,1,12,ATM,4/18/2013,PUNJAB,4/18/2013 20:35:32
8017," Unnamed Road, Gujranwala",Gujranwala,,Homicide,COMPLETED,512.0,District Gujranwala,32.1597955,VIOLATION,74.1897955,10,11,BRIDGE,2/5/2013,PUNJAB,2/5/2013 4:15:40
8018," Eden Cottages II, Lahore",Lahore ,,Kidnapping,COMPLETED,515.0,District Lahore,31.56426,VIOLATION,74.36426,5,5,BRIDGE,9/18/2014,PUNJAB,9/18/2014 8:02:18
8019," Fateh Ali Tipu Road, Gujranwala",Gujranwala,,Rape,ATTEMPTED,516.0,District Gujranwala,32.1507605,VIOLATION,74.1807605,5,6,FACTORY/WAREHOUSE,6/21/2012,PUNJAB,6/21/2012 13:42:10
8020," Davis Road, Lahore",Lahore ,,Kidnapping,ATTEMPTED,517.0,District Lahore,31.5144,FELONY,74.3144,8,8,CONSTRUCTION SITE,6/23/2015,PUNJAB,6/23/2015 5:17:36
8021," Plot No.142, Block No.5, Sector B-1 Abu Bakar Road, Lahore",Lahore ,,Theft,COMPLETED,519.0,District Lahore,31.59258,VIOLATION,74.39258,2,4,RELIGIOUS PLACE,4/6/2014,PUNJAB,4/6/2014 12:48:43
8022," Atta Muhammad Road, Gujranwala",Gujranwala,,Assault,COMPLETED,522.0,District Gujranwala,32.1528015,Invalid character class first,74.1828015,10,3,RESIDENCE,6/30/2012,PUNJAB,6/30/2012 6:47:16
8023," Hardosohal Muslim Road, Ferozewala",Gujranwala,,Homicide,COMPLETED,526.0,District Gujranwala,32.1553235,MISDEMEANOR,74.1853235,9,7,HOTEL/MOTEL,9/26/2014,PUNJAB,9/26/2014 4:23:25
8024," Aibak Road, Rawalpindi",Islamabad,,Narcotics,COMPLETED,527.0,District Islamabad,33.6456,VIOLATION,72.1756,5,8,RESIDENCE,6/16/2014,PUNJAB,6/16/2014 8:11:17
8025," Nawazish Ali Road, Lahore",Lahore ,,Robbery,COMPLETED,528.0,District Lahore,31.57974,VIOLATION,74.37974,8,8,SUPERMARKET/STORE,3/17/2013,PUNJAB,3/17/2013 22:32:37
8026," Madni Road, Rawalpindi",Islamabad,,Theft,COMPLETED,532.0,District Islamabad,33.6322,FELONY,72.1622,4,11,SUPERMARKET/STORE,5/8/2014,PUNJAB,5/8/2014 15:02:39
8027," Block B, Gujranwala",Gujranwala,,Assault,COMPLETED,533.0,District Gujranwala,32.1514885,Invalid character class first,74.1814885,7,6,RESIDENCE,6/28/2011,PUNJAB,6/28/2011 8:35:11
8028," Mohalla Patrangan, Lahore",Lahore ,,Robbery,COMPLETED,534.0,District Lahore,31.56972,MISDMEANOR,74.36972,2,5,RAILWAY STATION,5/23/2013,PUNJAB,5/23/2013 17:09:34
8029," Ln 4, Rawalpindi",Islamabad,,Theft,ATTEMPTED,535.0,District Islamabad,33.6466,FELONY,72.1766,10,4,PUBLIC TRANSPORT,2/22/2013,PUNJAB,2/22/2013 0:38:26
8030," 7 Ahmad Pura Street, Gujranwala",Gujranwala,,Assault,COMPLETED,536.0,District Gujranwala,32.1549855,Invalid character class first,74.1849855,8,5,PUBLIC TRANSPORT,7/26/2014,PUNJAB,7/26/2014 13:37:14
8031," Circular Road, Gujranwala",Gujranwala,,Homicide,COMPLETED,537.0,District Gujranwala,32.159022,MISDEMEANOR,74.189022,2,8,PARK/PLAYGROUND,7/17/2015,PUNJAB,7/17/2015 16:33:27
8032," Punjab Co-operative Housing Authority Main Boulevard, Lahore",Lahore ,,Theft,ATTEMPTED,538.0,District Lahore,31.5819,MISDMEANOR,74.3819,1,6,GYM/FITNESS FACILITY,2/1/2014,PUNJAB,2/1/2014 5:15:48
8033," Mourree, Rawalpindi",Islamabad,,Theft,COMPLETED,541.0,District Islamabad,33.5018,MISDEMEANOR,72.0318,10,4,HOTEL/MOTEL,2/22/2012,PUNJAB,2/22/2012 22:57:23
8034," Arif Colony, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,547.0,District Gujranwala,32.1594705,MISDEMEANOR,74.1894705,10,7,ATM,10/4/2015,PUNJAB,10/4/2015 19:45:48
8035," LINK RD, Rawalpindi",Islamabad,,Theft,ATTEMPTED,550.0,District Islamabad,33.667,MISDEMEANOR,72.197,6,1,BUS STOP,2/2/2014,PUNJAB,2/2/2014 14:45:46
8036," Street 4, Ferozewala",Gujranwala,,Child Abuse,COMPLETED,552.0,District Gujranwala,32.153809,VIOLATION,74.183809,10,10,PUBLIC BUILDING,8/31/2013,PUNJAB,8/31/2013 6:23:03
8037," Street Number 5, Gujranwala",Gujranwala,,Rape,COMPLETED,553.0,District Gujranwala,32.1515925,VIOLATION,74.1815925,4,1,FACTORY/WAREHOUSE,12/2/2013,PUNJAB,12/2/2013 7:28:58
8038," Fort Road, Lahore",Lahore ,,Car stolen,COMPLETED,554.0,District Lahore,31.56492,MISDMEANOR,74.36492,4,8,PUBLIC TRANSPORT,12/8/2011,PUNJAB,12/8/2011 15:47:52
8039," Shah Khalid Town Road, Ferozewala",Gujranwala,,Kidnapping,ATTEMPTED,555.0,District Gujranwala,32.1559085,VIOLATION,74.1859085,9,9,PARK/PLAYGROUND,3/26/2013,PUNJAB,3/26/2013 5:06:06
8040," Farid Court Road, Lahore",Lahore ,,Car stolen,COMPLETED,562.0,District Lahore,31.51164,MISDMEANOR,74.31164,4,7,AIRPORT,2/19/2012,PUNJAB,2/19/2012 10:39:25
8041," Bagharian Road, Lahore",Lahore ,,Corruption and Bribery,ATTEMPTED,566.0,District Lahore,31.5108,FELONY,74.3108,7,11,GYM/FITNESS FACILITY,11/28/2013,PUNJAB,11/28/2013 16:24:28
8042," New Food Street, Gujranwala",Gujranwala,,Vandalism,COMPLETED,567.0,District Gujranwala,32.159867,MISDEMEANOR,74.189867,8,2,AIRPORT,11/6/2015,PUNJAB,11/6/2015 16:54:53
8043," F-7/1, Islamabad",Islamabad,,Car stolen,COMPLETED,568.0,District Islamabad,33.541,VIOLATION,72.071,9,12,SUPERMARKET/STORE,4/6/2011,PUNJAB,4/6/2011 8:24:24
8044," Green Street, Lahore",Lahore ,,Car stolen,COMPLETED,569.0,District Lahore,31.54128,VIOLATION,74.34128,1,8,HOTEL/MOTEL,8/5/2012,PUNJAB,8/5/2012 12:24:16
8045," Gali Number 26, Islamabad 44000",Islamabad,,Car stolen,COMPLETED,572.0,District Islamabad,33.6058,FELONY,72.1358,4,10,GYM/FITNESS FACILITY,12/11/2011,PUNJAB,12/11/2011 19:21:26
8046," Block F2, Lahore",Lahore ,,Homicide,ATTEMPTED,573.0,District Lahore,31.5822,FELONY,74.3822,10,1,SCHOOL,2/10/2012,PUNJAB,2/10/2012 16:40:09
8047," Street 4, Ferozewala",Gujranwala,,Kidnapping,ATTEMPTED,579.0,District Gujranwala,32.1584305,FELONY,74.1884305,9,4,PUBLIC BUILDING,12/16/2012,PUNJAB,12/16/2012 0:50:43
8048," Muslim Town Mor Pedestrians Underpass, Lahore",Lahore ,,Robbery,COMPLETED,580.0,District Lahore,31.57698,FELONY,74.37698,3,5,PUBLIC BUILDING,5/22/2011,PUNJAB,5/22/2011 8:05:53
8049," Asian Highway 2, Ferozewala",Gujranwala,,Mugging,COMPLETED,581.0,District Gujranwala,32.1548685,VIOLATION,74.1848685,4,2,SCHOOL,3/18/2014,PUNJAB,3/18/2014 23:44:37
8050," Street Number 10, Islamabad",Islamabad,,Mugging,ATTEMPTED,583.0,District Islamabad,33.6686,MISDEMEANOR,72.1986,7,12,MALL,3/20/2013,PUNJAB,3/20/2013 1:06:13
8051," G 3, Islamabad",Islamabad,,Car stolen,COMPLETED,590.0,District Islamabad,33.6054,FELONY,72.1354,1,5,SUPERMARKET/STORE,5/31/2013,PUNJAB,5/31/2013 2:14:33
8052," Dhoke Chiragh Din, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,591.0,District Islamabad,33.5152,VIOLATION,72.0452,2,12,HOTEL/MOTEL,10/29/2014,PUNJAB,10/29/2014 9:44:32
8053," 252 Takbeer Block, Lahore",Lahore ,,Assault,ATTEMPTED,593.0,District Lahore,31.50306,FELONY,74.30306,6,10,FACTORY/WAREHOUSE,4/22/2013,PUNJAB,4/22/2013 14:58:34
8054," Makhan Pura Road, Lahore",Lahore ,,Rape,COMPLETED,596.0,District Lahore,31.57212,VIOLATION,74.37212,3,2,CONSTRUCTION SITE,11/9/2013,PUNJAB,11/9/2013 12:56:17
8055," F-6/4, Islamabad",Islamabad,,Car stolen,COMPLETED,600.0,District Islamabad,33.7104,MISDEMEANOR,72.2404,10,6,RESTAURANT/DINER,11/7/2011,PUNJAB,11/7/2011 4:26:35
8056," Al-Hamd Park, Lahore",Lahore ,,Burglury,ATTEMPTED,601.0,District Lahore,31.54482,VIOLATION,74.34482,10,6,AIRPORT,8/30/2014,PUNJAB,8/30/2014 5:18:24
8057," Main Bazar Rachna Town, Ferozewala",Gujranwala,,Mugging,COMPLETED,608.0,District Gujranwala,32.15936,MISDEMEANOR,74.18936,9,8,AIRPORT,2/11/2012,PUNJAB,2/11/2012 8:15:48
8058," Gol Bagh Main Road, Lahore",Lahore ,,Car stolen,ATTEMPTED,610.0,District Lahore,31.51296,VIOLATION,74.31296,6,1,MALL,1/27/2013,PUNJAB,1/27/2013 20:07:55
8059," Habipura, Lahore",Lahore ,,Mugging,COMPLETED,612.0,District Lahore,31.5939,MISDMEANOR,74.3939,5,4,HOTEL/MOTEL,7/28/2015,PUNJAB,7/28/2015 16:46:24
8060," Block E Bus Stop, Model Town Circular Road, Lahore",Lahore ,,Homicide,ATTEMPTED,624.0,District Lahore,31.55874,FELONY,74.35874,9,9,STREET,11/24/2015,PUNJAB,11/24/2015 11:39:00
8061," Mehr Wazir, Gujranwala",Gujranwala,,Theft,COMPLETED,627.0,District Gujranwala,32.1549465,VIOLATION,74.1849465,1,6,MALL,10/3/2011,PUNJAB,10/3/2011 18:24:36
